Purchase Order No,Supplier Name,Order Date,Delivery Date,Item Name,Item Description,Quantity Ordered,Quantity Delivered,Unit Price,Total Cost,Delivery Status,Defect Rate,Category Barang,Approval Time (Hari),Procurment Lead Time (Hari)
0006/PO/CD/II/2023/CIC/CIE,ADE ABDILLAH - BOGOR,11-02-2023,10-03-2023,RAMBU LALU LINTAS,"Frame: 50x60cm, bahan: ACP & sticker. Tiang: Pipa galvanis 2"", tinggi 3m, cat silver, materi ""batas kecepatan 20 km/jam""","2,00","2,00","830.000,00","1.660.000,00",Finish,0%,MEDIA INFORMASI,1,27
0006/PO/CD/II/2023/CIC/CIE,ADE ABDILLAH - BOGOR,11-02-2023,10-03-2023,RAMBU LALU LINTAS,"Frame: 50x60cm, bahan: ACP & sticker. Tiang: Pipa galvanis 2"", tinggi 3m, cat silver, materi ""batas kecepatan 30 km/jam""","3,00","3,00","830.000,00","2.490.000,00",Finish,0%,MEDIA INFORMASI,1,27
0006/PO/CD/II/2023/CIC/CIE,ADE ABDILLAH - BOGOR,11-02-2023,10-03-2023,RAMBU LALU LINTAS,"Frame: 50x60cm, bahan: ACP & sticker. Tiang: Pipa galvanis 2"", tinggi 3m, cat silver, materi ""kurangi kecepatan""","5,00","5,00","830.000,00","4.150.000,00",Finish,0%,MEDIA INFORMASI,1,27
0006/PO/CD/II/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,06-02-2024,01-03-2024,AC SPLIT WALL,"AC 1/2PK, Tipe KR5AHQ","1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,5,24
0006/PO/CD/III/2023/CIC/AIMP,CV. Sanjaya - Bekasi,24-03-2023,07-04-2023,BROSUR,"Cetak 1 muka, A4 80gr, cetak hitam putih","1500,00","1500,00","150,00","225.000,00",Finish,0%,MEDIA INFORMASI,2,14
0006/PO/CD/III/2023/CIC/MKESE,TOKO GS,14-03-2023,12-04-2023,FITTING LAMPU,Tipe E 14,"1,00","1,00","12.000,00","12.000,00",Finish,0%,MATERIAL KONSTRUKSI,0,29
0006/PO/CD/III/2023/CIC/MKESE,TOKO GS,14-03-2023,12-04-2023,ISOLASI,-,"1,00","1,00","8.000,00","8.000,00",Finish,0%,MATERIAL KONSTRUKSI,0,29
0006/PO/CD/III/2023/CIC/MKESE,TOKO GS,14-03-2023,12-04-2023,LAMPU PJU,15 Watt,"4,00","4,00","50.000,00","200.000,00",Finish,0%,LISTRIK,0,29
0006/PO/CD/III/2023/CIC/MKESE,TOKO GS,14-03-2023,12-04-2023,MCB,10 Ampere,"3,00","3,00","80.000,00","240.000,00",Finish,0%,LISTRIK,0,29
0007/PO/CD/I/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,07-01-2023,29-01-2023,DISPENSER GALON,Dispenser Galon Bawah Sanken HWD 5351C,"1,00","1,00","1.550.000,00","1.550.000,00",Finish,0%,PERALATAN DAPUR,1,22
0007/PO/CD/I/2024/CIC/CI,CV. Harapan Mandiri -Bogor,11-01-2024,15-02-2024,TEMPAT SAMPAH,"Warna hijau, tiang tanam, kapasitas 40liter","11,00","11,00","340.000,00","3.740.000,00",Finish,0%,KEBERSIHAN,0,35
0007/PO/CD/I/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,11-01-2024,22-01-2024,STIKER NAMA PROYEK,"Sticker WaterPark, ukuran 17x9cm, warna colourfull","10000,00","10000,00","2.000,00","20.000.000,00",Finish,0%,RUPA - RUPA,1,11
0007/PO/CD/II/2023/CIC/CIE,FEBI DAMAYANTHI -  JAKARTA,11-02-2023,07-03-2023,SEPATU LAPANGAN,"Warna coklat, uk: 41, tipe: KWD 205CX","1,00","1,00","445.000,00","445.000,00",Finish,0%,FASHION,1,24
0007/PO/CD/II/2023/CIC/MKES,CV. Sanjaya - Bekasi,06-02-2023,15-02-2023,BROSUR,"Materi: Bukit Viola, art cartoon 260gr, laminasi doft, lipat 3","2500,00","2500,00","5.000,00","12.500.000,00",Finish,0%,MEDIA INFORMASI,0,9
0007/PO/CD/II/2024/CIC/AIMP,CV. Sanjaya - Bekasi,24-02-2024,12-03-2024,BROSUR,"Pricelist Permai, Cetak hitam putih, 1 muka, materi : kertas A4","2500,00","2500,00","200,00","500.000,00",Finish,0%,MEDIA INFORMASI,2,17
0007/PO/CD/III/2023/CIC/MKESE,Global Mitra Proteksindo - Jakarta,29-03-2023,07-04-2023,REFILL APAR,Powder 3 KG,"1,00","1,00","135.000,00","135.000,00",Finish,0%,PERALATAN KEAMANAN,1,9
0007/PO/CD/III/2023/CIC/MKESE,Global Mitra Proteksindo - Jakarta,29-03-2023,07-04-2023,REFILL APAR,CO2 3 KG,"2,00","2,00","410.000,00","820.000,00",Finish,0%,PERALATAN KEAMANAN,1,9
0007/PO/CD/III/2024/CIC/MKESE,Toko Pasific Elektronik -  Jonggol,20-03-2024,22-03-2024,LAMPU,"Lampu TL LED 16 Watt, warna putih","10,00","10,00","97.500,00","975.000,00",Finish,0%,LISTRIK,1,2
0007/PO/CD/IV/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,04-04-2023,19-04-2023,KOMPOR INDUKSI,1 tungku tipe IDC-300,"1,00","1,00","285.000,00","285.000,00",Finish,0%,PERALATAN DAPUR,0,15
0008/PO/CD/I/2023/CIC/CI,CV. SUKSES HUTAMA ELITE,07-01-2023,17-01-2023,FUSER FILM PRINTER,"1 Set sparepart printer HP laser jet M402 (fuser film, solenoid, roller pick up)","1,00","1,00","825.000,00","825.000,00",Finish,0%,KOMPUTER,1,10
0008/PO/CD/I/2024/CIC/CI,JOYKO OFFICIAL - TOKOPEDIA,11-01-2024,25-04-2024,PENA - BALLPOIN STANDARD,"Joyko GP-265, warna merah","12,00","12,00","2.750,00","33.000,00",Finish,0%,ALAT TULIS KANTOR,1,105
0008/PO/CD/I/2024/CIC/CI,JOYKO OFFICIAL - TOKOPEDIA,11-01-2024,25-04-2024,PENA - BALLPOIN STANDARD,"Joyko GP-265, warna hitam","36,00","36,00","2.750,00","99.000,00",Finish,0%,ALAT TULIS KANTOR,1,105
0008/PO/CD/I/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,11-01-2024,22-01-2024,FLYER,"Materi waterpark, ukuran A5, warna : Colourfull","10,00","10,00","338.000,00","3.380.000,00",Finish,0%,MEDIA INFORMASI,1,11
0008/PO/CD/II/2023/CIC/MKES,ADE ABDILLAH - BOGOR,06-02-2023,22-02-2023,TEMPAT SAMPAH,"Kapasitas 60 liter, warna hijau, tiang tanam.","2,00","2,00","300.000,00","600.000,00",Finish,0%,KEBERSIHAN,0,16
0008/PO/CD/II/2024/CIC/AIMP,Alvin Azizi - Tangerang,26-02-2024,06-03-2024,SPANDUK,"Bahan polyster, sablon, Uk. 1,15x8 meter, materi : smart home","100,00","100,00","68.000,00","6.800.000,00",Finish,0%,MEDIA INFORMASI,4,9
0008/PO/CD/III/2024/CIC/MKESE,TOKO GS,20-03-2024,29-04-2024,LEM SEALANT,Sealant warna putih,"5,00","5,00","45.000,00","225.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,40
0008/PO/CD/IV/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,04-04-2023,12-04-2023,AC SPLIT WALL,"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt","1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,8
0009/PO/CD/I/2024/CIC/CI,TOKO NATASHA - BOGOR,11-01-2024,14-03-2024,MINUMAN,"Teh Kotak, 200ml, kemasan karton isi 24 pcs","10,00","10,00","78.000,00","780.000,00",Finish,0%,MAKANAN DAN MINUMAN,1,63
0009/PO/CD/I/2024/CIC/CIE,MICHAEL MURRY - JAKARTA,11-01-2024,20-03-2024,MEJA PLASTIK,"Garden table GT-1, warna putih, bahan plastik","7,00","7,00","575.000,00","4.025.000,00",Finish,0%,FURNITURE - DEKORASI,1,69
0009/PO/CD/II/2023/CIC/CIE,TOKO GS,11-02-2023,07-03-2023,LEM SEALANT,"Dowsill Glass, kemasan 300ml","1,00","1,00","60.000,00","60.000,00",Finish,0%,MATERIAL KONSTRUKSI,2,24
0009/PO/CD/II/2024/CIC/AIMP,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,29-02-2024,20-03-2024,LAPTOP/ NOTEBOOK,"Intel Core i5-1135G7 up 4,2ghz, 8GB DDR 4, OS Windows 11 Prof 64bit, 14"" FHD, Anti Glare LED","1,00","1,00","12.072.072,00","12.072.072,00",Finish,0%,KOMPUTER,6,20
0009/PO/CD/II/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,24-02-2024,07-03-2024,AC SPLIT WALL,"AC 1/2PK, Tipe KR5AHQ","1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,5,12
0009/PO/CD/III/2024/CIC/MKESE,SAHABAT USAHA TEKNIK - BOGOR,22-03-2024,24-04-2024,LAMPU,Lampu Bohlam LED 10 Watt Merk Philips,"20,00","20,00","45.000,00","900.000,00",Finish,0%,LISTRIK,3,33
0009/PO/CD/IV/2023/CIC/AIMP,Toko Buku Gunung Intan - Jonggol,14-04-2023,01-05-2023,BATERAI,"Baterai A3, 1 kemasan isi 2","24,00","24,00","17.000,00","408.000,00",Finish,0%,PERALATAN KANTOR LAIN,1,17
0009/PO/CD/IV/2023/CIC/MKESE,TOKO GS,04-04-2023,11-04-2023,KAWAT PUTIH,Kawat Bendrat Halus,.50,.50,"16.000,00","8.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,7
0009/PO/CD/IV/2023/CIC/MKESE,TOKO GS,04-04-2023,11-04-2023,KAWAT SERANGGA,-,"1,00","1,00","25.000,00","25.000,00",Finish,0%,HEWAN,1,7
0009/PO/CD/IV/2023/CIC/MKESE,TOKO GS,04-04-2023,11-04-2023,LEM PIPA,-,"1,00","1,00","10.000,00","10.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,7
0009/PO/CD/IV/2023/CIC/MKESE,TOKO GS,04-04-2023,11-04-2023,LEM SEALANT,-,"1,00","1,00","35.000,00","35.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,7
0009/PO/CD/IV/2023/CIC/MKESE,TOKO GS,04-04-2023,11-04-2023,WATERPROOFING,-,"4,00","4,00","210.000,00","840.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,7
0010/PO/CD/I/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,12-01-2023,25-01-2023,AC SPLIT WALL,"Tipe: AH-A9ZCYN,  1 PK","1,00","1,00","2.950.000,00","2.950.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,6,13
0010/PO/CD/I/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,23-01-2024,28-02-2024,SPANDUK,"Bahan flexi, ukuran 2x3 meter, materi: panah kiri, lokasi: cileungsi & cibarusah","2,00","2,00","385.000,00","770.000,00",Finish,0%,MEDIA INFORMASI,6,36
0010/PO/CD/I/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,23-01-2024,28-02-2024,SPANDUK,"Bahan flexi, ukuran 2x3 meter, materi: panah kanan, lokasi: cileungsi & cibarusah","3,00","3,00","385.000,00","1.155.000,00",Finish,0%,MEDIA INFORMASI,6,36
0010/PO/CD/I/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,23-01-2024,28-02-2024,SPANDUK,"Bahan flexi, ukuran 2x3 meter, materi: panah atas, lokasi: cileungsi & cibarusah","19,00","19,00","385.000,00","7.315.000,00",Finish,0%,MEDIA INFORMASI,6,36
0010/PO/CD/I/2024/CIC/CIE,DUNIA PERAHU - JAKARTA,11-01-2024,31-01-2024,HARDENER,Hardener ER 42 30 gr,"3,00","3,00","100.000,00","300.000,00",Finish,0%,CHEMICAL,2,20
0010/PO/CD/II/2023/CIC/CIE,CV. Sanjaya - Bekasi,11-02-2023,07-03-2023,STIKER INFORMASI,"Bahan: Vynil, warna abu2","500,00","500,00","1.900,00","950.000,00",Finish,0%,RUPA - RUPA,3,24
0010/PO/CD/II/2024/CIC/MKES,Alvin Azizi - Tangerang,24-02-2024,12-03-2024,UMBUL UMBUL,"Bahan polyester, ukuran 5x 1,15 meter, materi : Ruko Sakura","50,00","50,00","42.500,00","2.125.000,00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,4,17
0010/PO/CD/III/2023/CIC/MKES,Pinus Design - Cikarang,02-03-2023,07-04-2023,NOMOR RUMAH / RUKO / TOKO,"Dasar acrylic hitam, Font cutting sticker gold, Uk. 20x20cm","3,00","3,00","32.000,00","96.000,00",Finish,0%,MEDIA INFORMASI,1,36
0010/PO/CD/IV/2023/CIC/AIMP,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,24-04-2023,06-06-2023,SOFTWARE COREL DRAW,Corel draw graphics suite 365 day - Subcription,"1,00","1,00","10.810.810,00","10.810.810,00",Finish,0%,KOMPUTER,1,43
0010/PO/CD/IV/2023/CIC/MKESE,TOKO GS,04-04-2023,11-04-2023,AFUR / SARINGAN,-,"1,00","1,00","25.000,00","25.000,00",Finish,0%,FURNITURE - DEKORASI,1,7
0010/PO/CD/IV/2023/CIC/MKESE,TOKO GS,04-04-2023,11-04-2023,GOLOK / KAPAK,-,"1,00","1,00","75.000,00","75.000,00",Finish,0%,PERALATAN KERJA LAPANGAN,1,7
0010/PO/CD/IV/2023/CIC/MKESE,TOKO GS,04-04-2023,11-04-2023,KRAN / KERAN AIR,pvc,"3,00","3,00","35.000,00","105.000,00",Finish,0%,SANITAIR DAN KAMAR MANDI,1,7
0010/PO/CD/IV/2023/CIC/MKESE,TOKO GS,04-04-2023,11-04-2023,SELANG FLEXIBLE,selang wastafel,"2,00","2,00","15.000,00","30.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,7
0010/PO/CD/IV/2023/CIC/MKESE,TOKO GS,04-04-2023,11-04-2023,SELANG KUNINGAN,16 Meter,"2,00","2,00","35.000,00","70.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,7
0010/PO/CD/IV/2023/CIC/MKESE,TOKO GS,04-04-2023,11-04-2023,STOP KRAN,1/2 Inch,"1,00","1,00","20.000,00","20.000,00",Finish,0%,SANITAIR DAN KAMAR MANDI,1,7
0010/PO/CD/IV/2023/CIC/MKESE,TOKO GS,04-04-2023,11-04-2023,WATERPROOFING,-,"3,00","3,00","210.000,00","630.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,7
0011/PO/CD/I/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,12-01-2023,25-01-2023,HANDPHONE (HP),HP Oppo Reno 8 4G 8/256,"1,00","1,00","4.600.000,00","4.600.000,00",Finish,0%,KOMUNIKASI,6,13
0011/PO/CD/I/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,23-01-2024,15-02-2024,AC SPLIT WALL,"AC 1/2PK, Tipe KCR5AHQ","3,00","3,00","2.300.000,00","6.900.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,6,23
0011/PO/CD/II/2023/CIC/CIE,Dodi Kohanta - Jonggol,15-02-2023,07-03-2023,BATU MACADAM / MAKADAM,Batu split,"14,00","14,00","300.000,00","4.200.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,20
0011/PO/CD/II/2024/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,29-02-2024,06-03-2024,AC SPLIT WALL,"Tipe KR05AHQ, 1/2 PK","1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,18,6
0011/PO/CD/II/2024/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,29-02-2024,06-03-2024,AC SPLIT WALL,"Tipe KR05AHQ, 1/2 PK","1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,18,6
0011/PO/CD/IV/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,24-04-2023,30-05-2023,KOMPOR INDUKSI,"1 tungku, tipe IDC-300","7,00","7,00","285.000,00","1.995.000,00",Finish,0%,PERALATAN DAPUR,1,36
0011/PO/CD/IV/2023/CIC/MKESE,BP. SAEPUL - JONGGOL,10-04-2023,06-05-2023,AIR RADIATOR,5 Liter,"2,00","2,00","30.000,00","60.000,00",Finish,0%,CHEMICAL,5,26
0011/PO/CD/IV/2023/CIC/MKESE,BP. SAEPUL - JONGGOL,10-04-2023,06-05-2023,OLI MESIN,"Merk, meditran, S-40 Kemasan 5 L","2,00","2,00","195.000,00","390.000,00",Finish,0%,CHEMICAL,5,26
0012/PO/CD/I/2023/CIC/CI,Bina Jaya Computer - Jakarta,12-01-2023,25-01-2023,LAPTOP/ NOTEBOOK,"HP 240, i3","1,00","1,00","6.650.000,00","6.650.000,00",Finish,0%,KOMPUTER,6,13
0012/PO/CD/I/2024/CIC/CI,Desti Advertising - Bekasi,23-01-2024,12-03-2024,STIKER NAMA KARYAWAN,"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Indah","5,00","5,00","27.000,00","135.000,00",Finish,0%,RUPA - RUPA,6,49
0012/PO/CD/I/2024/CIC/CI,Desti Advertising - Bekasi,23-01-2024,12-03-2024,STIKER NAMA KARYAWAN,"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Afdhal","5,00","5,00","27.000,00","135.000,00",Finish,0%,RUPA - RUPA,6,49
0012/PO/CD/I/2024/CIC/CI,Desti Advertising - Bekasi,23-01-2024,12-03-2024,STIKER NAMA KARYAWAN,"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Revia","5,00","5,00","27.000,00","135.000,00",Finish,0%,RUPA - RUPA,6,49
0012/PO/CD/I/2024/CIC/CI,Desti Advertising - Bekasi,23-01-2024,12-03-2024,STIKER NAMA KARYAWAN,"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Alvin","5,00","5,00","27.000,00","135.000,00",Finish,0%,RUPA - RUPA,6,49
0012/PO/CD/II/2023/CIC/CIE,SAHABAT USAHA TEKNIK - BOGOR,21-02-2023,27-03-2023,LAMPU LED,"10 watt, warna putih","2,00","2,00","50.000,00","100.000,00",Finish,0%,LISTRIK,11,34
0012/PO/CD/II/2024/CIC/MKES,CV. Sanjaya - Bekasi,24-02-2024,29-02-2024,BROSUR,"Materi: Bukit Viola, art cartoon 260gr, laminasi doft, lipat 3","2000,00","2000,00","5.000,00","10.000.000,00",Finish,0%,MEDIA INFORMASI,3,5
0012/PO/CD/III/2023/CIC/MKES,Ace Hardware - Cibubur,10-03-2023,07-04-2023,TEMPAT SAMPAH,"Kapasitas 120 Liter, Material :plastik, Dilengkapi pedal, roda dan tutup","39,00","39,00","509.900,00","19.886.100,00",Finish,0%,KEBERSIHAN,0,28
0012/PO/CD/III/2024/CIC/AIMP,TOKO JASA TANI JONGGOL - BOGOR,05-03-2024,18-04-2024,PUPUK,Kemasan 1 kg,"10,00","10,00","24.000,00","240.000,00",Finish,0%,PERTAMANAN,7,44
0013/PO/CD/I/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,12-01-2023,25-01-2023,TELEVISI/TV LED,"LED TV 32 inch, Tipe L32G7N","1,00","1,00","1.950.000,00","1.950.000,00",Finish,0%,AUDIO DAN VISUAL,6,13
