Purchase Order No,Supplier Name,Order Date,Delivery Date,Item Name,Item Description,Quantity Ordered,Quantity Delivered,Unit Price,Total Cost,Delivery Status,Defect Rate,Category Barang,Approval Time (Hari),Procurment Lead Time (Hari)
0054/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,KAWAT DURI,-,"1,00","1,00","165.000,00","165.000,00",Finish,0%,MATERIAL KONSTRUKSI,0,10
0054/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,KAWAT PUTIH,Kawat bendrat putih halus,"1,00","1,00","35.000,00","35.000,00",Finish,0%,MATERIAL KONSTRUKSI,0,10
0054/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,LAMPU,LED  8 Watt,"1,00","1,00","45.000,00","45.000,00",Finish,0%,LISTRIK,0,10
0054/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,LAMPU,LED 10 Watt,"2,00","2,00","36.000,00","72.000,00",Finish,0%,LISTRIK,0,10
0054/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,LAMPU,LED  15 watt,"2,00","2,00","50.000,00","100.000,00",Finish,0%,LISTRIK,0,10
0054/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,LAMPU,LED 22 Watt,"2,00","2,00","75.000,00","150.000,00",Finish,0%,LISTRIK,0,10
0054/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,STOP KONTAK,Stop kontak lobang 1 ( satu ) Inbow,"2,00","2,00","22.000,00","44.000,00",Finish,0%,LISTRIK,0,10
0054/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,STOP KRAN,Kran tembok 1/2 inch,"2,00","2,00","40.000,00","80.000,00",Finish,0%,SANITAIR DAN KAMAR MANDI,0,10
0054/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,TANG,Tang kakatua pincer 9 inch,"1,00","1,00","40.000,00","40.000,00",Finish,0%,PERALATAN KERJA LAPANGAN,0,10
0054/PO/CD/X/2023/CIC/MKES,CV. Harapan Mandiri -Bogor,13-10-2023,09-01-2024,TEMPAT SAMPAH,"Warna hijau, kapasitas 60 liter, tiang tanam","2,00","2,00","340.000,00","680.000,00",Finish,0%,KEBERSIHAN,3,88
0054/PO/CD/XI/2023/CIC/AIMP,PT. PLATBOARD LUTDESINDO,29-11-2023,10-12-2023,BANNER,"Bahan : flexi, Uk 0,6x2,9 meter, materi : Permai","10,00","10,00","39.150,00","391.500,00",Finish,0%,MEDIA INFORMASI,8,11
0055/PO/CD/III/2023/CIC/CI,ADIKARYA INTISOLUSI PT,24-03-2023,12-05-2023,LAPTOP/ NOTEBOOK,"NOTEBOOK DELL INSPIRON 14-5410 Intel Core i7-1165G7 Up 4,7 Ghz 12MB Smart Chace","1,00","1,00","14.864.865,00","14.864.865,00",Finish,0%,KOMPUTER,3,49
0055/PO/CD/IV/2024/CIC/CI,Immanuel Offset Printing - Jakarta,02-04-2024,09-05-2024,BAG / TAS BINGKISAN,"Bahan D600, warna hitam, sablon 2 muka","700,00","700,00","13.500,00","9.450.000,00",Finish,0%,RUPA - RUPA,1,37
0055/PO/CD/IV/2024/CIC/CIE,BERKAH JAYA - BOGOR,04-04-2024,18-04-2024,KOMPONEN / SPAREPART LAINNYA,TIMING CONTROL TV LED SONY BATAVIA 55 ICH,"1,00","1,00","1.300.000,00","1.300.000,00",Finish,0%,MECHANICAL,0,14
0055/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,LEM,Lem tetes,"10,00","10,00","8.000,00","80.000,00",Finish,0%,MATERIAL KONSTRUKSI,2,10
0055/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,LEM,Lem padat,"10,00","10,00","15.000,00","150.000,00",Finish,0%,MATERIAL KONSTRUKSI,2,10
0055/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,LEM SEALANT,-,"5,00","5,00","60.000,00","300.000,00",Finish,0%,MATERIAL KONSTRUKSI,2,10
0055/PO/CD/X/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,17-10-2023,13-11-2023,AC INVERTER,"Tipe 05AHQ, 1/2 PK","2,00","2,00","2.300.000,00","4.600.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,27
0055/PO/CD/XI/2023/CIC/AIMP,PT. PLATBOARD LUTDESINDO,29-11-2023,10-12-2023,BANNER,"Bahan : flexi, Uk 0,6x2,9 meter, materi : Permai, lokasi : depan MO","1,00","1,00","39.150,00","39.150,00",Finish,0%,MEDIA INFORMASI,8,11
0056/PO/CD/IV/2024/CIC/CI,Alvin Azizi - Tangerang,02-04-2024,24-04-2024,SPANDUK,"Bahan polyester, materi : rumah 2 kamar harga mulai dari 230 jutaan,  uk 800 x 115 cm","100,00","100,00","68.000,00","6.800.000,00",Finish,0%,MEDIA INFORMASI,1,22
0056/PO/CD/IV/2024/CIC/CIE,PT. Kencana Sukses Mandiri - Jakarta,05-04-2024,06-05-2024,CHIP LED,"30 watt, warna putih, COB","100,00","100,00","65.000,00","6.500.000,00",Finish,0%,LISTRIK,1,31
0056/PO/CD/IV/2024/CIC/CIE,PT. Kencana Sukses Mandiri - Jakarta,05-04-2024,06-05-2024,DRIVER LAMPU LED,"30 watt, 900 mh","100,00","100,00","75.000,00","7.500.000,00",Finish,0%,LISTRIK,1,31
0056/PO/CD/V/2023/CIC/CIE,Pratama Print - Bogor,12-05-2023,22-05-2023,PITA / TINTA/ TONER PRINTER,"Cartridge  107A , warna hitam","5,00","5,00","375.000,00","1.875.000,00",Finish,0%,KOMPUTER,4,10
0056/PO/CD/XI/2023/CIC/AIMP,CV. Sanjaya - Bekasi,29-11-2023,06-12-2023,BROSUR,"Cetak hitam putih, 1 muka, materi : kertas A4, per : 30 Okt 2023","1500,00","1500,00","200,00","300.000,00",Finish,0%,MEDIA INFORMASI,7,7
0057/PO/CD/III/2023/CIC/CI,MITRA 10 - CIBUBUR,24-03-2023,11-04-2023,CLOSET DUDUK,"closet duduk, tipe my winston, dual flush, warna putih","1,00","1,00","1.485.000,00","1.485.000,00",Finish,0%,SANITAIR DAN KAMAR MANDI,3,18
0057/PO/CD/IV/2024/CIC/CI,CV. SUKSES HUTAMA ELITE,03-04-2024,02-05-2024,PITA / TINTA/ TONER PRINTER,Tinta Epson 003 Black,"15,00","15,00","35.000,00","525.000,00",Finish,0%,KOMPUTER,1,29
0057/PO/CD/V/2023/CIC/CIE,Toko Pasific Elektronik -  Jonggol,15-05-2023,22-05-2023,PITA / TINTA/ TONER PRINTER,"Tipe: 107A, Compatible, wrn: hitam","17,00","17,00","240.000,00","4.080.000,00",Finish,0%,KOMPUTER,3,7
0057/PO/CD/X/2023/CIC/MKES,TOKO GS,24-10-2023,07-12-2023,SELANG AIR,Ukuran 3/4 inch,"50,00","50,00","10.500,00","525.000,00",Finish,0%,PERALATAN KERJA LAPANGAN,1,44
0057/PO/CD/XI/2023/CIC/AIMP,Emha Busana - Jakarta,29-11-2023,12-12-2023,SERAGAM KARYAWAN,"Warna biru, bahan american drill, kode bahan 397, stel atas bawah","2,00","2,00","275.000,00","550.000,00",Finish,0%,FASHION,2,13
0058/PO/CD/III/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,29-03-2023,08-04-2023,AC SPLIT WALL,"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt","3,00","3,00","2.300.000,00","6.900.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,0,10
0058/PO/CD/IV/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,03-04-2024,29-04-2024,BILLBOARD,"Bahan flexi, materi Idul fitri, lokasi depan SPBU, uk 9x7 meter","1,00","1,00","1.917.500,00","1.917.500,00",Finish,0%,MEDIA INFORMASI,1,26
0058/PO/CD/V/2023/CIC/CIE,CREATIVE SOLUTION - JAKARTA,15-05-2023,29-05-2023,KERTAS THERMAL,Uk. 80x80,"50,00","50,00","13.300,00","665.000,00",Finish,0%,ALAT TULIS KANTOR,3,14
0058/PO/CD/XII/2023/CIC/AIMP,GUNANDI PRINTPERCETAKAN - BOGOR,01-12-2023,09-01-2024,ID CARD / NAME TAG,"Cassing Transparan, Tali Sablon CitraIndah City","8,00","8,00","30.000,00","240.000,00",Finish,0%,RUPA - RUPA,9,39
0059/PO/CD/III/2023/CIC/CI,TOKO GS,29-03-2023,21-04-2023,TALI TAMBANG,materi: plastik,"1,00","1,00","60.000,00","60.000,00",Finish,0%,RUPA - RUPA,1,23
0059/PO/CD/IV/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,03-04-2024,18-04-2024,ISI STAPLER,isi stapler kecil No 10,"50,00","50,00","8.000,00","400.000,00",Finish,0%,ALAT TULIS KANTOR,1,15
0059/PO/CD/IV/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,03-04-2024,18-04-2024,PAPER CLIPS,Trigonal no 3,"30,00","30,00","5.000,00","150.000,00",Finish,0%,ALAT TULIS KANTOR,1,15
0059/PO/CD/XII/2023/CIC/AIMP,Ace Hardware - Cibubur,13-12-2023,29-01-2024,TEMPAT SAMPAH,"Kapasitas 120 Liter, Material :plastik, Dilengkapi roda & tutup","12,00","12,00","479.900,00","5.758.800,00",Finish,0%,KEBERSIHAN,6,47
0060/PO/CD/III/2023/CIC/CI,TOHI - BOGOR,29-03-2023,07-04-2023,BAMBU,-,"18,00","18,00","12.000,00","216.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,9
0060/PO/CD/IV/2024/CIC/CI,Alvin Azizi - Tangerang,05-04-2024,14-05-2024,SPANDUK,"Bahan polyester, Uk. 115 x 800cm, materi : ucapan idul fitri","50,00","50,00","68.000,00","3.400.000,00",Finish,0%,MEDIA INFORMASI,0,39
0060/PO/CD/V/2024/CIC/CIE,ACE HARDWARE CIBUBUR - Cibubur,02-05-2024,02-05-2024,GANTUNGAN BAJU,"Bahan stainless, 3 hook","2,00","2,00","79.900,00","159.800,00",Finish,0%,FASHION,38,0
0060/PO/CD/V/2024/CIC/CIE,ACE HARDWARE CIBUBUR - Cibubur,02-05-2024,02-05-2024,KURSI / SOFA LAINNYA,"Soleil Barvita, Daya Beban: 125 kg, material plastik PP, P/L/T : 56,8 cm, 55,1 cm, 83,5 cm, warna peach","16,00","16,00","249.900,00","3.998.400,00",Finish,0%,FURNITURE - DEKORASI,38,0
0060/PO/CD/XI/2023/CIC/MKES,Alvin Azizi - Tangerang,02-11-2023,19-11-2023,UMBUL UMBUL,"Bahan polyester, Sablon, Uk: 1,15x5 meter, materi ""RUKO SAKURA""","50,00","50,00","42.500,00","2.125.000,00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,2,17
0060/PO/CD/XII/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,21-12-2023,09-01-2024,AC SPLIT WALL,"1 PK, Tipe : ZN9YKP","1,00","1,00","3.250.000,00","3.250.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,19
0061/PO/CD/IV/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,03-04-2023,12-04-2023,AC SPLIT WALL,"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt","1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,9
0061/PO/CD/IV/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,03-04-2023,12-04-2023,TELEVISI/TV LED,"Tipe PLD-24V1853, 24 Inch, digital TV, USB Play Movie","1,00","1,00","1.325.000,00","1.325.000,00",Finish,0%,AUDIO DAN VISUAL,1,9
0061/PO/CD/IV/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,23-04-2024,06-05-2024,BANNER,"Roll Banner, bahan : flexi, materi Meranti, Uk 200x80 cm","2,00","2,00","450.000,00","900.000,00",Finish,0%,MEDIA INFORMASI,4,13
0061/PO/CD/V/2023/CIC/CIE,CV. Sanjaya - Bekasi,31-05-2023,13-06-2023,STIKER INFORMASI,"Bahan: vynil, warna hijau lumut","7000,00","7000,00","1.900,00","13.300.000,00",Finish,0%,RUPA - RUPA,0,13
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,02-05-2024,14-05-2024,OBAT - OBATAN LAINNYA,PANADOL HIJAU - 1 BLISTER - 10 KAPLET,"1,00","1,00","19.000,00","19.000,00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,02-05-2024,14-05-2024,OBAT - OBATAN LAINNYA,KAPAS SATUAN (BULAT2 KECIL),"2,00","2,00","7.000,00","14.000,00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,02-05-2024,14-05-2024,OBAT - OBATAN LAINNYA,isi 100 lembar,"3,00","3,00","55.000,00","165.000,00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,02-05-2024,14-05-2024,OBAT - OBATAN LAINNYA,KASA HIDROPHILE - BINDA,"10,00","10,00","7.000,00","70.000,00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,02-05-2024,14-05-2024,OBAT - OBATAN LAINNYA,MICROPORE KECIL,"15,00","15,00","15.000,00","225.000,00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,02-05-2024,14-05-2024,OBAT GOSOK / OLES,"Minyak telon, 30 ml","3,00","3,00","15.000,00","45.000,00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,02-05-2024,14-05-2024,OBAT GOSOK / OLES,"Obat tetes mata, Erlamcetin","3,00","3,00","17.000,00","51.000,00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,02-05-2024,14-05-2024,OBAT MERAH,30 ml,"5,00","5,00","35.000,00","175.000,00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,02-05-2024,14-05-2024,OBAT SAKIT KEPALA,PANADOL BIRU - 1 BLISTER - 10 KAPLET,"1,00","1,00","14.000,00","14.000,00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,02-05-2024,14-05-2024,OBAT SAKIT KEPALA,PANADOL MERAH - 1 BLISTER - 10 KAPLET,"1,00","1,00","17.000,00","17.000,00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/XI/2023/CIC/MKES,CV. Sanjaya - Bekasi,10-11-2023,19-11-2023,BROSUR,"Materi: Bukit Viola, art cartoon 260gr, laminasi doft, lipat 3","1500,00","1500,00","5.000,00","7.500.000,00",Finish,0%,MEDIA INFORMASI,1,9
0062/PO/CD/IV/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,10-04-2023,19-04-2023,TELEVISI/TV LED,"Tipe PLD-24V1853, 24 Inch, digital TV, USB Play Movie","2,00","2,00","1.325.000,00","2.650.000,00",Finish,0%,AUDIO DAN VISUAL,3,9
0062/PO/CD/IV/2024/CIC/CI,TOKO GS,29-04-2024,17-05-2024,CAT WARNA,Warna merah,"5,00","5,00","33.000,00","165.000,00",Finish,0%,ALAT TULIS KANTOR,3,18
0062/PO/CD/VI/2023/CIC/CIE,Toko Pasific Elektronik -  Jonggol,07-06-2023,12-06-2023,LAMPU,"LED Bright 17 watt, E27 6500, warna putih","18,00","18,00","60.000,00","1.080.000,00",Finish,0%,LISTRIK,1,5
0062/PO/CD/XI/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,10-11-2023,19-11-2023,MOUSE,"Tipe M170, wireless","1,00","1,00","120.000,00","120.000,00",Finish,0%,KOMPUTER,0,9
0063/PO/CD/IV/2023/CIC/CI,Pinus Design - Cikarang,10-04-2023,12-05-2023,KARTU IDENTITAS,"Wrn putih, logo kiri atas, a.n Handoko","3,00","3,00","22.000,00","66.000,00",Finish,0%,RUPA - RUPA,2,32
0063/PO/CD/IV/2023/CIC/CI,Pinus Design - Cikarang,10-04-2023,12-05-2023,STIKER NAMA KARYAWAN,"Bahan vynil, wrn putih, a.n Handoko","20,00","20,00","9.000,00","180.000,00",Finish,0%,RUPA - RUPA,2,32
0063/PO/CD/V/2024/CIC/CI,Alvin Azizi - Tangerang,02-05-2024,28-05-2024,SPANDUK,"Bahan polyester, materi : rumah 2 kamar harga mulai dari 230 jutaan, uk 800 x 115 cm","100,00","100,00","68.000,00","6.800.000,00",Finish,0%,MEDIA INFORMASI,2,26
0063/PO/CD/VI/2023/CIC/CIE,CV. Andora Ropitama - Jakarta,07-06-2023,19-06-2023,LAMPU,"IP. 66, 400 watt, warna kuning","5,00","5,00","340.000,00","1.700.000,00",Finish,0%,LISTRIK,2,12
0063/PO/CD/XI/2023/CIC/MKES,Alvin Azizi - Tangerang,16-11-2023,21-12-2023,SPANDUK,"Polyster sablon, Uk. 1,15x8 meter, materi : ""CitraIndah Avenue""","100,00","100,00","68.000,00","6.800.000,00",Finish,0%,MEDIA INFORMASI,3,35
0064/PO/CD/IV/2023/CIC/CI,Toko Buku Gunung Intan - Jonggol,10-04-2023,01-05-2023,KERTAS A4,KERTAS A4 75,"75,00","75,00","45.000,00","3.375.000,00",Finish,0%,ALAT TULIS KANTOR,0,21
0064/PO/CD/VI/2023/CIC/CIE,CV. Andora Ropitama - Jakarta,07-06-2023,19-06-2023,TIMER,"Timer Switch Analog 100 - 240 V AC.24 Jam , SUL  181 D H , Ori","2,00","2,00","435.000,00","870.000,00",Finish,0%,PERALATAN KERJA LAPANGAN,1,12
0064/PO/CD/XI/2023/CIC/MKES,PT. PLATBOARD LUTDESINDO,16-11-2023,05-02-2024,BILLBOARD,"Materi ""OMG, CitraIndah Avenue"", Uk 17,5x2,5meter, Lokasi underpass CIC","1,00","1,00","1.484.375,00","1.484.375,00",Finish,0%,MEDIA INFORMASI,3,81
0065/PO/CD/IV/2023/CIC/CI,PT. REFRITAMA  SUMMIT SARANA - BOGOR,10-04-2023,06-05-2023,FREON AC,FREON AC R410,"7,00","7,00","150.000,00","1.050.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,2,26
0065/PO/CD/VI/2023/CIC/CIE,CV. Andora Ropitama - Jakarta,07-06-2023,19-06-2023,MCB,"MCB 20A, 1 PH","9,00","9,00","72.000,00","648.000,00",Finish,0%,LISTRIK,1,12
0065/PO/CD/XI/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,16-11-2023,30-11-2023,LAMPU,"8 Watt, warna putih","4,00","4,00","18.750,00","75.000,00",Finish,0%,LISTRIK,3,14
0066/PO/CD/IV/2023/CIC/CI,Bina Jaya Computer - Jakarta,12-04-2023,19-04-2023,MONITOR,Spesifikasi: LED Monitor 1800:1 3000:1 Wide 16: 9 72MHz 1980x1080 FHD Respontime 5MS Input VGA dan H,"1,00","1,00","1.450.000,00","1.450.000,00",Finish,0%,KOMPUTER,2,7
0066/PO/CD/V/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,16-05-2024,27-05-2024,BROSUR,"Lipat 3, Bahan: AC 210gsm, Laminating doft, Die cut","2500,00","2500,00","4.500,00","11.250.000,00",Finish,0%,MEDIA INFORMASI,2,11
0066/PO/CD/VI/2023/CIC/CIE,CREATIVE SOLUTION - JAKARTA,08-06-2023,26-06-2023,KERTAS THERMAL,"Merk: Golden, Uk. 80x80","50,00","50,00","13.300,00","665.000,00",Finish,0%,ALAT TULIS KANTOR,0,18
0066/PO/CD/XI/2023/CIC/MKES,PT. PLATBOARD LUTDESINDO,20-11-2023,05-12-2023,BILLBOARD,"Materi ""Viola"", Uk 10x7meter, Lokasi bundaran FM","1,00","1,00","2.075.000,00","2.075.000,00",Finish,0%,MEDIA INFORMASI,6,15
0067/PO/CD/IV/2023/CIC/CI,Pratama Print - Bogor,12-04-2023,19-04-2023,PITA / TINTA/ TONER PRINTER,TONER 30A,"2,00","2,00","100.000,00","200.000,00",Finish,0%,KOMPUTER,2,7
0067/PO/CD/VI/2023/CIC/CIE,Toko Pasific Elektronik -  Jonggol,09-06-2023,19-06-2023,PITA / TINTA/ TONER PRINTER,"Tipe: 107A, Compatible, Warna: Hitam","10,00","10,00","240.000,00","2.400.000,00",Finish,0%,KOMPUTER,1,10
0067/PO/CD/XI/2023/CIC/MKES,PT. Sarana Kencana Mulya - Tangerang,20-11-2023,18-03-2024,AC SPLIT WALL,"Daya 1 PK, Tipe: PAC 09VH, Dimensi 79X20X26 cm, Daya Listrik 790 Watt","4,00","4,00","2.396.000,00","9.584.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,6,119
0068/PO/CD/IV/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,14-04-2023,10-05-2023,TELEVISI/TV LED,"Tipe PLD-24V1853, 24 Inch, digital TV, USB Play Movie","9,00","9,00","1.325.000,00","11.925.000,00",Finish,0%,AUDIO DAN VISUAL,2,26
0068/PO/CD/V/2024/CIC/CIE,Toko Buku Gunung Intan - Jonggol,07-05-2024,20-05-2024,KERTAS A4,"Kertas A4, 75 gram, warna putih","30,00","30,00","45.000,00","1.350.000,00",Finish,0%,ALAT TULIS KANTOR,0,13
0068/PO/CD/VI/2023/CIC/CIE,MITRA 10 - CIBUBUR,13-06-2023,26-06-2023,STOP KRAN,"Kran dinding, 1/2 inch, CLS01","1,00","1,00","81.780,00","81.780,00",Finish,0%,SANITAIR DAN KAMAR MANDI,0,13
0068/PO/CD/XI/2023/CIC/MKES,TOKO GS,20-11-2023,07-12-2023,KABEL TWISTED,kabel twis  2x10 mm 150 meter,"150,00","150,00","6.500,00","975.000,00",Finish,0%,KOMPUTER,1,17
0069/PO/CD/IV/2023/CIC/CI,Platboard Lutdesindo - Bekasi,14-04-2023,13-05-2023,BILLBOARD,"Flexi, Uk. 9x7 meter, materi: Idul Fitri","1,00","1,00","1.917.500,00","1.917.500,00",Finish,0%,MEDIA INFORMASI,1,29
0069/PO/CD/V/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,14-05-2024,20-05-2024,FLYER,"Materi waterpark, ukuran A5, warna : Colourfull","10,00","10,00","338.000,00","3.380.000,00",Finish,0%,MEDIA INFORMASI,0,6
0069/PO/CD/VI/2023/CIC/CIE,Toko Pasific Elektronik -  Jonggol,15-06-2023,06-07-2023,BATERAI LAPTOP,"Hp 240 G6, tipe Hp JC04","1,00","1,00","425.000,00","425.000,00",Finish,0%,KOMPUTER,0,21
0070/PO/CD/IV/2023/CIC/CI,Immanuel Offset Printing - Jakarta,14-04-2023,08-06-2023,AMPLOP KOP,"Amplop jendela, ada cetakan logo & alamat PT. MKES","50,00","50,00","77.500,00","3.875.000,00",Finish,0%,ALAT TULIS KANTOR,1,55
0070/PO/CD/VI/2023/CIC/CIE,CV. Andora Ropitama - Jakarta,15-06-2023,10-07-2023,LAMPU LAINNYA,"20 Watt, IP 65, warna kuning","20,00","20,00","54.000,00","1.080.000,00",Finish,0%,LISTRIK,0,25
0070/PO/CD/XI/2023/CIC/MKES,PT. PLATBOARD LUTDESINDO,28-11-2023,10-12-2023,BANNER,"Bahan : flexi, Uk 0,9x3,96 meter, materi : Ruko Sakura, lokasi : pohon seribu","9,00","9,00","80.190,00","721.710,00",Finish,0%,MEDIA INFORMASI,1,12
0070/PO/CD/XI/2023/CIC/MKES,PT. PLATBOARD LUTDESINDO,28-11-2023,10-12-2023,BANNER,"Bahan : flexi, Uk 0,9x3,96 meter,, materi : Viola, lokasi : pohon seribu","10,00","10,00","80.190,00","801.900,00",Finish,0%,MEDIA INFORMASI,1,12
0071/PO/CD/IV/2023/CIC/CI,Dodi Kohanta - Jonggol,14-04-2023,12-05-2023,BATU BELAH,-,"25,00","25,00","275.000,00","6.875.000,00",Finish,0%,MATERIAL KONSTRUKSI,4,28
0071/PO/CD/VI/2023/CIC/CIE,FEBI DAMAYANTHI -  JAKARTA,15-06-2023,10-07-2023,MESIN POTONG RUMPUT,"Tipe Tesla 328, kapasitas tangki : 1.2 liter, sistem starter: recoil","1,00","1,00","950.000,00","950.000,00",Finish,0%,PERTAMANAN,1,25
0071/PO/CD/XI/2023/CIC/MKES,PT. Sarana Kencana Mulya - Tangerang,28-11-2023,08-01-2024,AC SPLIT WALL,"1/2 PK, Tipe : PAC 05VH","1,00","1,00","2.164.000,00","2.164.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,41
0071/PO/CD/XI/2023/CIC/MKES,PT. Sarana Kencana Mulya - Tangerang,28-11-2023,08-01-2024,AC SPLIT WALL,"1/2 PK, Tipe : PAC 05VH","1,00","1,00","2.164.000,00","2.164.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,41
0071/PO/CD/XI/2023/CIC/MKES,PT. Sarana Kencana Mulya - Tangerang,28-11-2023,08-01-2024,AC SPLIT WALL,"1/2 PK, Tipe : PAC 05VH","1,00","1,00","2.164.000,00","2.164.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,41
0072/PO/CD/IV/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,20-04-2023,19-05-2023,TELEVISI/TV LED,"Tipe PLD-24V1853, 24 Inch, digital TV, USB Play Movie","1,00","1,00","1.325.000,00","1.325.000,00",Finish,0%,AUDIO DAN VISUAL,1,29
0072/PO/CD/VII/2023/CIC/CIE,FEBI DAMAYANTHI -  JAKARTA,02-07-2023,10-07-2023,JAS HUJAN,Ukuran XL,"1,00","1,00","345.000,00","345.000,00",Finish,0%,FASHION,6,8
0072/PO/CD/VII/2023/CIC/CIE,FEBI DAMAYANTHI -  JAKARTA,02-07-2023,10-07-2023,SEPATU LAPANGAN,Ukuran 40,"1,00","1,00","110.000,00","110.000,00",Finish,0%,FASHION,6,8
0072/PO/CD/XI/2023/CIC/MKES,CV. Sanjaya - Bekasi,29-11-2023,06-12-2023,BROSUR,"Cetak hitam putih, 2 muka, materi : kertas A4, per : 30 Okt 2023","1500,00","1500,00","250,00","375.000,00",Finish,0%,MEDIA INFORMASI,7,7
0073/PO/CD/IV/2023/CIC/CI,Alvin Azizi - Tangerang,20-04-2023,07-05-2023,SPANDUK,"Bahan : Polyester, Uk : 800x115 cm, Materi : Bukit Dahlia","50,00","50,00","68.000,00","3.400.000,00",Finish,0%,MEDIA INFORMASI,1,17
0073/PO/CD/VII/2023/CIC/CIE,CREATIVE SOLUTION - JAKARTA,02-07-2023,20-07-2023,KERTAS THERMAL,Uk. 80x80,"150,00","150,00","13.300,00","1.995.000,00",Finish,0%,ALAT TULIS KANTOR,6,18
0073/PO/CD/XI/2023/CIC/MKES,Ace Hardware - Cibubur,29-11-2023,19-12-2023,TEMPAT SAMPAH,"Kapasitas 120 Liter, Material :plastik, Dilengkapi roda & tutup","12,00","12,00","479.900,00","5.758.800,00",Finish,0%,KEBERSIHAN,7,20
0074/PO/CD/IV/2023/CIC/CI,Toko Buku Gunung Intan - Jonggol,24-04-2023,24-05-2023,KERTAS A3,"HVS A3, 75Gr","20,00","20,00","117.500,00","2.350.000,00",Finish,0%,ALAT TULIS KANTOR,0,30
0074/PO/CD/VII/2023/CIC/CIE,Toko Pasific Elektronik -  Jonggol,02-07-2023,10-07-2023,KEYBOARD,Tipe K120,"1,00","1,00","110.000,00","110.000,00",Finish,0%,KOMPUTER,6,8
0074/PO/CD/VII/2023/CIC/CIE,Toko Pasific Elektronik -  Jonggol,02-07-2023,10-07-2023,MOUSE PAD,Warna Hitam,"3,00","3,00","15.000,00","45.000,00",Finish,0%,KOMPUTER,6,8
